Data written for 2 signals in a group signal
Ref Chan:Resp Chan	 0-Z:0-Z	 0-Z:0-Z
Channel Names	I1	I2
Channel Comments		
Channel Labels	Impact Hammer	Accelerometer

   	 G1, 1	 G2, 2
Frequency	 Mag	Mag
   	EU	EU

Units:
Hz	N	m/s²
0.0000000000000e+000	      0.02354702	        1.243326
6.2500000000000e-002	      0.05656384	        4.530619
1.2500000000000e-001	      0.03354143	         4.56097
1.8750000000000e-001	      0.02502171	        4.593722
2.5000000000000e-001	      0.02017808	        4.447885
3.1250000000000e-001	      0.01738208	        4.491864
3.7500000000000e-001	      0.01194342	        4.462229
4.3750000000000e-001	      0.01319149	         4.23123
5.0000000000000e-001	      0.01069501	        4.196883
5.6250000000000e-001	      0.01265414	         4.13957
6.2500000000000e-001	       0.0108918	        3.821153
6.8750000000000e-001	      0.01204949	        3.518496
7.5000000000000e-001	     0.008534309	        3.310372
8.1250000000000e-001	     0.009694058	        2.842746
8.7500000000000e-001	     0.007095887	        2.769481
9.3750000000000e-001	     0.008239865	        2.686574
1.0000000000000e+000	     0.007563998	        2.458437
1.0625000000000e+000	     0.007156514	         2.08975
1.1250000000000e+000	     0.006372536	        2.153184
1.1875000000000e+000	     0.006179073	        2.002558
1.2500000000000e+000	     0.006182176	        1.982765
1.3125000000000e+000	     0.007118719	         1.89397
1.3750000000000e+000	     0.006183287	        1.819584
1.4375000000000e+000	     0.004482795	        1.826715
1.5000000000000e+000	     0.006026098	        1.826853
1.5625000000000e+000	     0.006260576	        1.955255
1.6250000000000e+000	     0.005047386	        2.162967
1.6875000000000e+000	     0.005084571	        2.209383
1.7500000000000e+000	     0.003503049	        2.260394
1.8125000000000e+000	     0.004785548	        2.304365
1.8750000000000e+000	     0.004322026	        2.437943
1.9375000000000e+000	     0.005439008	        2.591455
2.0000000000000e+000	     0.003978349	        2.633754
2.0625000000000e+000	     0.004689324	        2.550459
2.1250000000000e+000	     0.003986205	        2.608739
2.1875000000000e+000	     0.004212198	        2.660185
2.2500000000000e+000	     0.004770894	        2.592318
2.3125000000000e+000	     0.005950449	        2.598229
2.3750000000000e+000	      0.00611739	        2.462525
2.4375000000000e+000	     0.004227927	        2.401554
2.5000000000000e+000	       0.0051459	        2.443738
2.5625000000000e+000	     0.003691684	        2.436153
2.6250000000000e+000	     0.005265997	        2.381827
2.6875000000000e+000	     0.006185843	        2.351338
2.7500000000000e+000	     0.006182284	        2.184776
2.8125000000000e+000	     0.004852839	           2.192
2.8750000000000e+000	     0.003145539	        2.079638
2.9375000000000e+000	     0.004179503	        2.027581
3.0000000000000e+000	     0.004151344	        1.898817
3.0625000000000e+000	     0.003960252	        1.805562
3.1250000000000e+000	     0.005028603	        1.722875
3.1875000000000e+000	     0.005305002	        1.491847
3.2500000000000e+000	     0.005149348	        1.383674
3.3125000000000e+000	     0.004933733	        1.365596
3.3750000000000e+000	     0.005301024	        1.359474
3.4375000000000e+000	     0.005603089	        1.341271
3.5000000000000e+000	     0.005799717	        1.107753
3.5625000000000e+000	     0.006439697	        1.105777
3.6250000000000e+000	     0.006861996	        1.015908
3.6875000000000e+000	     0.006072119	       0.9645602
3.7500000000000e+000	     0.005884759	       0.9794083
3.8125000000000e+000	     0.005906281	       0.9707817
3.8750000000000e+000	     0.005744848	       0.9328157
3.9375000000000e+000	     0.005530419	        1.030763
4.0000000000000e+000	     0.005867532	        1.136262
4.0625000000000e+000	     0.005062275	        1.015398
4.1250000000000e+000	      0.00673385	        1.217569
4.1875000000000e+000	     0.005478082	        1.253248
4.2500000000000e+000	     0.006070899	        1.181491
4.3125000000000e+000	      0.00552439	        1.248574
4.3750000000000e+000	     0.006001175	        1.333972
4.4375000000000e+000	     0.005739999	        1.398549
4.5000000000000e+000	     0.006510269	        1.424899
4.5625000000000e+000	     0.006632109	        1.327754
4.6250000000000e+000	     0.007285892	        1.342391
4.6875000000000e+000	     0.006745019	        1.447889
4.7500000000000e+000	     0.007390893	        1.407248
4.8125000000000e+000	     0.007201888	        1.395158
4.8750000000000e+000	     0.007459674	        1.362905
4.9375000000000e+000	     0.007641684	         1.39732
5.0000000000000e+000	     0.007869832	        1.413267
5.0625000000000e+000	     0.007633779	        1.388579
5.1250000000000e+000	     0.007376081	        1.335578
5.1875000000000e+000	      0.00719663	        1.427094
5.2500000000000e+000	     0.007324067	        1.323189
5.3125000000000e+000	     0.006670949	        1.295542
5.3750000000000e+000	     0.007318533	        1.176793
5.4375000000000e+000	      0.00684904	        1.156041
5.5000000000000e+000	     0.007262949	        1.033107
