Data written for 2 signals in a group signal
Ref Chan:Resp Chan	 0-Z:0-Z	 0-Z:0-Z
Channel Names	I1	I2
Channel Comments		
Channel Labels	Impact Hammer	Accelerometer

   	 G1, 1	 G2, 2
Frequency	 Mag	Mag
   	EU	EU

Units:
Hz	N	m/s²
0.0000000000000e+000	      0.09945151	       0.8516396
1.5625000000000e-001	      0.02830996	       0.2106898
3.1250000000000e-001	      0.01322429	       0.4284038
4.6875000000000e-001	     0.009217964	       0.2773763
6.2500000000000e-001	      0.00635082	       0.4587745
7.8125000000000e-001	     0.008135086	       0.2565495
9.3750000000000e-001	     0.009022032	       0.2113712
1.0937500000000e+000	     0.007186782	      0.07927847
1.2500000000000e+000	     0.007506251	       0.2095766
1.4062500000000e+000	     0.008553198	          0.3198
1.5625000000000e+000	     0.009122851	       0.3054466
1.7187500000000e+000	     0.006959234	       0.2689138
1.8750000000000e+000	     0.004945904	        0.195582
2.0312500000000e+000	     0.008800038	       0.2235291
2.1875000000000e+000	     0.008303127	       0.1318428
2.3437500000000e+000	     0.007127981	        0.125413
2.5000000000000e+000	     0.008087763	      0.06756447
2.6562500000000e+000	     0.007706396	      0.04181826
2.8125000000000e+000	     0.008526185	       0.1059982
2.9687500000000e+000	      0.01003729	      0.07555102
3.1250000000000e+000	      0.00916406	      0.08789875
3.2812500000000e+000	     0.009275289	       0.0792409
3.4375000000000e+000	     0.007843373	       0.1377442
3.5937500000000e+000	     0.009741116	      0.07388758
3.7500000000000e+000	     0.009123511	      0.03150327
3.9062500000000e+000	      0.01039154	      0.03544455
4.0625000000000e+000	     0.008282936	      0.00927812
4.2187500000000e+000	     0.009683153	      0.05883984
4.3750000000000e+000	     0.008971736	      0.09983747
4.5312500000000e+000	     0.008139311	       0.1219979
4.6875000000000e+000	     0.009608153	      0.07177202
4.8437500000000e+000	      0.01005614	      0.08277114
5.0000000000000e+000	     0.008919624	      0.07416556
5.1562500000000e+000	      0.00802485	      0.04761368
5.3125000000000e+000	     0.008467092	      0.02078332
5.4687500000000e+000	     0.009346439	       0.1126299
5.6250000000000e+000	     0.008282463	      0.03185223
5.7812500000000e+000	     0.008874647	      0.02025675
5.9375000000000e+000	     0.008210708	      0.04159309
6.0937500000000e+000	     0.008829371	      0.02197072
6.2500000000000e+000	      0.00892518	      0.03013574
6.4062500000000e+000	     0.008381085	      0.03887291
6.5625000000000e+000	     0.008295867	     0.004966469
6.7187500000000e+000	     0.008534165	      0.03533882
6.8750000000000e+000	     0.008725543	      0.04762954
7.0312500000000e+000	     0.007679217	      0.06012513
7.1875000000000e+000	     0.008604198	      0.05652772
7.3437500000000e+000	     0.007983041	      0.04638493
7.5000000000000e+000	     0.008695597	      0.07988606
7.6562500000000e+000	     0.007774515	      0.08047213
7.8125000000000e+000	      0.00815279	       0.0368648
7.9687500000000e+000	     0.008202167	      0.02233951
8.1250000000000e+000	     0.007968203	      0.07208823
8.2812500000000e+000	     0.008339323	       0.0443211
8.4375000000000e+000	     0.008466114	      0.05966445
8.5937500000000e+000	     0.008499539	      0.03811237
8.7500000000000e+000	      0.00810551	      0.04062096
8.9062500000000e+000	     0.008398562	      0.06645396
9.0625000000000e+000	     0.008628162	      0.08591965
9.2187500000000e+000	      0.00836723	      0.03216466
9.3750000000000e+000	     0.008689011	      0.04378926
9.5312500000000e+000	     0.008798388	       0.0182837
9.6875000000000e+000	     0.008976302	      0.01497477
9.8437500000000e+000	     0.008904909	      0.02527397
1.0000000000000e+001	     0.009166178	      0.02807623
1.0156250000000e+001	     0.008915648	       0.0283274
1.0312500000000e+001	     0.009106467	      0.01338228
1.0468750000000e+001	     0.008970456	      0.01111281
1.0625000000000e+001	     0.009011328	      0.01874393
1.0781250000000e+001	     0.009316726	      0.01680624
1.0937500000000e+001	      0.00940359	      0.03722475
1.1093750000000e+001	     0.009079768	     0.005466358
1.1250000000000e+001	     0.009279196	      0.02330161
1.1406250000000e+001	     0.009279937	      0.04024296
1.1562500000000e+001	     0.009515891	      0.01680786
1.1718750000000e+001	     0.009291835	      0.03025333
1.1875000000000e+001	     0.009334533	      0.01849971
1.2031250000000e+001	     0.009550032	      0.03217555
1.2187500000000e+001	     0.009460364	      0.01793012
1.2343750000000e+001	     0.009363135	      0.03421612
1.2500000000000e+001	     0.009061973	       0.0350591
1.2656250000000e+001	     0.009660646	      0.02441222
1.2812500000000e+001	     0.009104162	      0.02465595
1.2968750000000e+001	     0.009551028	      0.02186728
1.3125000000000e+001	     0.009212852	      0.01274083
1.3281250000000e+001	     0.009458967	      0.02239393
