Data written for 2 signals in a group signal
Ref Chan:Resp Chan	 0-Z:0-Z	 0-Z:0-Z
Channel Names	I1	I2
Channel Comments		
Channel Labels	Impact Hammer	Accelerometer

   	 S1, 1	 S2, 2
Frequency	 Mag	Mag
   	EU	EU

Units:
Hz	N	m/s²
0.0000000000000e+000	       0.1049866	       0.5251143
6.2500000000000e-002	      0.03864215	        2.558132
1.2500000000000e-001	      0.01552541	         1.30759
1.8750000000000e-001	     0.007866087	       0.8549349
2.5000000000000e-001	     0.007259389	        1.061011
3.1250000000000e-001	     0.003341421	       0.4619973
3.7500000000000e-001	     0.003661837	       0.9908982
4.3750000000000e-001	     0.004654185	       0.9161828
5.0000000000000e-001	      0.00226913	        0.741835
5.6250000000000e-001	     0.002999153	       0.9353139
6.2500000000000e-001	     0.005726717	       0.8707549
6.8750000000000e-001	     0.004362001	       0.8720629
7.5000000000000e-001	     0.002838261	       0.8600446
8.1250000000000e-001	     0.004660284	       0.8301497
8.7500000000000e-001	     0.006522497	       0.8861021
9.3750000000000e-001	     0.005125645	       0.7876781
1.0000000000000e+000	     0.003925545	       0.7308912
1.0625000000000e+000	     0.005048851	       0.6841664
1.1250000000000e+000	     0.006214776	       0.7220004
1.1875000000000e+000	     0.006518574	       0.7603155
1.2500000000000e+000	     0.007588078	       0.7846224
1.3125000000000e+000	     0.007268203	       0.7504298
1.3750000000000e+000	     0.005718973	       0.6742104
1.4375000000000e+000	     0.005159918	       0.6795794
1.5000000000000e+000	     0.005440275	       0.5683687
1.5625000000000e+000	     0.006593408	       0.6186548
1.6250000000000e+000	     0.006474056	       0.5494249
1.6875000000000e+000	     0.006428654	       0.4843495
1.7500000000000e+000	     0.004916793	        0.562006
1.8125000000000e+000	     0.005551505	       0.5442472
1.8750000000000e+000	     0.007433571	       0.4898447
1.9375000000000e+000	     0.006417238	       0.5367939
2.0000000000000e+000	     0.006992118	       0.4866267
2.0625000000000e+000	      0.00703322	       0.4182121
2.1250000000000e+000	     0.005875356	       0.4276924
2.1875000000000e+000	     0.007464055	       0.3775462
2.2500000000000e+000	     0.006548644	       0.4053434
2.3125000000000e+000	     0.005646718	       0.4255429
2.3750000000000e+000	     0.006971261	       0.4253816
2.4375000000000e+000	     0.007549405	       0.4158426
2.5000000000000e+000	     0.005770273	       0.3998196
2.5625000000000e+000	     0.006145715	       0.4249999
2.6250000000000e+000	     0.007405672	       0.3855689
2.6875000000000e+000	     0.007055851	        0.357731
2.7500000000000e+000	     0.006829968	       0.4179803
2.8125000000000e+000	     0.007746844	       0.4155353
2.8750000000000e+000	     0.007033017	       0.4108301
2.9375000000000e+000	      0.00666752	       0.3814071
3.0000000000000e+000	     0.007131248	       0.3255328
3.0625000000000e+000	     0.007068186	       0.3194276
3.1250000000000e+000	     0.006899334	       0.2658716
3.1875000000000e+000	     0.007100456	       0.3121518
3.2500000000000e+000	     0.007449436	       0.3361502
3.3125000000000e+000	     0.007003781	       0.3160943
3.3750000000000e+000	     0.006451241	        0.297227
3.4375000000000e+000	     0.007341678	       0.2744232
3.5000000000000e+000	     0.007233938	       0.2534845
3.5625000000000e+000	     0.007658876	       0.2865063
3.6250000000000e+000	     0.007574878	       0.2524565
3.6875000000000e+000	     0.006994787	       0.2473731
3.7500000000000e+000	     0.006664721	       0.2323774
3.8125000000000e+000	     0.007137625	        0.306607
3.8750000000000e+000	      0.00678098	        0.244919
3.9375000000000e+000	     0.006777896	        0.202339
4.0000000000000e+000	     0.007131111	       0.2319557
4.0625000000000e+000	      0.00700482	       0.2301933
4.1250000000000e+000	     0.007141082	       0.2614316
4.1875000000000e+000	     0.007250526	       0.2542715
4.2500000000000e+000	     0.007116811	       0.2450016
4.3125000000000e+000	     0.007028155	       0.1960416
4.3750000000000e+000	     0.007312893	       0.1936873
4.4375000000000e+000	     0.006997831	       0.2014447
4.5000000000000e+000	     0.007055607	       0.1854282
4.5625000000000e+000	     0.006818443	       0.1829411
4.6250000000000e+000	     0.006757512	       0.1795389
4.6875000000000e+000	       0.0071048	       0.2013221
4.7500000000000e+000	     0.007130503	       0.1962265
4.8125000000000e+000	     0.007242657	       0.1553311
4.8750000000000e+000	     0.007127944	       0.1540542
4.9375000000000e+000	     0.006324769	        0.182557
5.0000000000000e+000	     0.006557365	       0.1851902
5.0625000000000e+000	     0.006841401	       0.1872185
5.1250000000000e+000	      0.00646283	       0.1797862
5.1875000000000e+000	     0.006693866	        0.164915
5.2500000000000e+000	     0.006881352	       0.1921691
5.3125000000000e+000	     0.006598854	       0.1812481
