Data written for 4 signals in a group signal
Ref Chan:Resp Chan	 0-Z:0-Z	 	 0-Z:0-Z	 	 0-Z:0-Z	 	 0-Z:0-Z	 
Channel Names	I1 : I2	 	I1 : I2	 	I1 : I2	 	I1 : I1	 
Channel Comments	 : 	 	 : 	 	 : 	 	 : 	 
Channel Labels	Impact Hammer	 	Accelerometer	 	Accelerometer	 	Accelerometer	 

   	 S1		 S2		 H1, 2		 H1, 2	
Frequency	 Mag	 Phase	Mag	 Phase	Mag	 Phase	Mag	 Phase
   	Ratio		Ratio		Ratio		Ratio	

Units:
Hz	N	 	m/s²	 	(m/s²)(N)	 	m/s² / N	 
0.0000000000000e+000	       0.1049866	               0	       0.5251143	             180	               0	               0	               0	               0
6.2500000000000e-002	      0.01932107	       -82.82273	        1.279066	        34.07879	               0	               0	               0	               0
1.2500000000000e-001	     0.007762703	       -95.59959	       0.6537951	       -80.65726	               0	               0	               0	               0
1.8750000000000e-001	     0.003933044	         -100.76	       0.4274675	        68.79205	               0	               0	               0	               0
2.5000000000000e-001	     0.003629694	       -92.62549	       0.5305053	       -10.60772	               0	               0	               0	               0
3.1250000000000e-001	     0.001670711	       -47.12983	       0.2309987	       -10.26616	               0	               0	               0	               0
3.7500000000000e-001	     0.001830919	       -38.86261	       0.4954491	         -1.4914	               0	               0	               0	               0
4.3750000000000e-001	     0.002327093	       -71.41382	       0.4580914	       -36.33012	               0	               0	               0	               0
5.0000000000000e-001	     0.001134565	       -65.35189	       0.3709175	       -22.80902	               0	               0	               0	               0
5.6250000000000e-001	     0.001499577	        1.915629	        0.467657	       -36.42019	               0	               0	               0	               0
6.2500000000000e-001	     0.002863358	       -28.07532	       0.4353774	       -52.76844	               0	               0	               0	               0
6.8750000000000e-001	     0.002181001	       -30.56311	       0.4360315	       -51.26061	               0	               0	               0	               0
7.5000000000000e-001	      0.00141913	       -26.11969	       0.4300223	       -59.84016	               0	               0	               0	               0
8.1250000000000e-001	     0.002330142	      -0.6694413	       0.4150748	       -69.18499	               0	               0	               0	               0
8.7500000000000e-001	     0.003261248	         -11.761	       0.4430511	       -72.54228	               0	               0	               0	               0
9.3750000000000e-001	     0.002562823	       -26.51943	       0.3938391	       -81.44688	               0	               0	               0	               0
1.0000000000000e+000	     0.001962773	       -32.79854	       0.3654456	        -87.6767	               0	               0	               0	               0
1.0625000000000e+000	     0.002524426	       -3.982202	       0.3420832	       -90.45655	               0	               0	               0	               0
1.1250000000000e+000	     0.003107388	       -8.461801	       0.3610002	       -91.69043	               0	               0	               0	               0
1.1875000000000e+000	     0.003259287	       -18.90142	       0.3801578	       -94.38326	               0	               0	               0	               0
1.2500000000000e+000	     0.003794039	       -24.46999	       0.3923112	       -106.0344	               0	               0	               0	               0
1.3125000000000e+000	     0.003634101	       -36.92049	       0.3752149	       -120.0788	               0	               0	               0	               0
1.3750000000000e+000	     0.002859487	       -41.03203	       0.3371052	        -128.963	               0	               0	               0	               0
1.4375000000000e+000	     0.002579959	       -42.92063	       0.3397897	       -130.1502	               0	               0	               0	               0
1.5000000000000e+000	     0.002720138	       -31.39572	       0.2841843	       -136.0592	               0	               0	               0	               0
1.5625000000000e+000	     0.003296704	       -33.28746	       0.3093274	       -136.6248	               0	               0	               0	               0
1.6250000000000e+000	     0.003237028	       -42.27671	       0.2747124	       -142.6883	               0	               0	               0	               0
1.6875000000000e+000	     0.003214327	       -48.08104	       0.2421747	       -144.3176	               0	               0	               0	               0
1.7500000000000e+000	     0.002458396	       -48.49982	        0.281003	       -147.7264	               0	               0	               0	               0
1.8125000000000e+000	     0.002775753	       -30.75548	       0.2721236	       -165.2167	               0	               0	               0	               0
1.8750000000000e+000	     0.003716786	       -41.26317	       0.2449223	       -152.4961	               0	               0	               0	               0
1.9375000000000e+000	     0.003208619	       -49.80346	        0.268397	       -168.1176	               0	               0	               0	               0
2.0000000000000e+000	     0.003496059	       -47.33598	       0.2433134	       -177.5013	               0	               0	               0	               0
2.0625000000000e+000	      0.00351661	       -57.47753	       0.2091061	       -166.7875	               0	               0	               0	               0
2.1250000000000e+000	     0.002937678	       -55.54258	       0.2138462	         178.925	               0	               0	               0	               0
2.1875000000000e+000	     0.003732027	       -54.34048	       0.1887731	        179.6236	               0	               0	               0	               0
2.2500000000000e+000	     0.003274322	       -65.87105	       0.2026717	         176.059	               0	               0	               0	               0
2.3125000000000e+000	     0.002823359	        -61.5357	       0.2127715	        176.2805	               0	               0	               0	               0
2.3750000000000e+000	      0.00348563	       -52.03698	       0.2126908	        174.4774	               0	               0	               0	               0
2.4375000000000e+000	     0.003774702	       -68.64973	       0.2079213	        166.6277	               0	               0	               0	               0
2.5000000000000e+000	     0.002885136	       -77.10043	       0.1999098	        166.7922	               0	               0	               0	               0
2.5625000000000e+000	     0.003072857	       -59.84621	       0.2124999	        162.8515	               0	               0	               0	               0
2.6250000000000e+000	     0.003702836	       -65.97607	       0.1927845	        154.5353	               0	               0	               0	               0
2.6875000000000e+000	     0.003527926	       -75.62968	       0.1788655	        151.6343	               0	               0	               0	               0
2.7500000000000e+000	     0.003414984	       -70.44917	       0.2089902	        146.8506	               0	               0	               0	               0
2.8125000000000e+000	     0.003873422	       -77.63484	       0.2077677	        144.1981	               0	               0	               0	               0
2.8750000000000e+000	     0.003516509	       -85.70638	       0.2054151	         131.065	               0	               0	               0	               0
2.9375000000000e+000	      0.00333376	       -80.10432	       0.1907036	        119.7404	               0	               0	               0	               0
3.0000000000000e+000	     0.003565624	       -84.90477	       0.1627664	        126.3533	               0	               0	               0	               0
3.0625000000000e+000	     0.003534093	       -89.11478	       0.1597138	         119.875	               0	               0	               0	               0
3.1250000000000e+000	     0.003449667	        -88.1855	       0.1329358	        115.2192	               0	               0	               0	               0
3.1875000000000e+000	     0.003550228	        -90.7993	       0.1560759	        120.1143	               0	               0	               0	               0
3.2500000000000e+000	     0.003724718	       -93.83015	       0.1680751	        113.7731	               0	               0	               0	               0
3.3125000000000e+000	     0.003501891	       -99.30103	       0.1580472	        106.6585	               0	               0	               0	               0
3.3750000000000e+000	      0.00322562	       -93.60042	       0.1486135	        100.3241	               0	               0	               0	               0
3.4375000000000e+000	     0.003670839	       -96.02028	       0.1372116	        98.63541	               0	               0	               0	               0
3.5000000000000e+000	     0.003616969	       -101.6461	       0.1267423	        98.46867	               0	               0	               0	               0
3.5625000000000e+000	     0.003829438	       -107.1732	       0.1432532	         92.9229	               0	               0	               0	               0
3.6250000000000e+000	     0.003787439	       -110.7071	       0.1262283	        85.45796	               0	               0	               0	               0
3.6875000000000e+000	     0.003497393	       -114.7061	       0.1236866	        86.61098	               0	               0	               0	               0
3.7500000000000e+000	      0.00333236	       -111.3901	       0.1161887	        91.04346	               0	               0	               0	               0
3.8125000000000e+000	     0.003568813	       -114.5274	       0.1533035	        81.57905	               0	               0	               0	               0
3.8750000000000e+000	      0.00339049	       -120.1572	       0.1224595	        70.57349	               0	               0	               0	               0
3.9375000000000e+000	     0.003388948	       -118.9476	       0.1011695	        64.18476	               0	               0	               0	               0
4.0000000000000e+000	     0.003565556	       -124.3921	       0.1159779	        72.25074	               0	               0	               0	               0
4.0625000000000e+000	      0.00350241	       -123.7435	       0.1150967	        68.76907	               0	               0	               0	               0
4.1250000000000e+000	     0.003570541	       -126.7827	       0.1307158	        69.51731	               0	               0	               0	               0
4.1875000000000e+000	     0.003625263	       -130.0071	       0.1271358	        58.08543	               0	               0	               0	               0
4.2500000000000e+000	     0.003558405	       -132.3486	       0.1225008	        47.94279	               0	               0	               0	               0
4.3125000000000e+000	     0.003514078	       -136.0157	       0.0980208	        48.90453	               0	               0	               0	               0
4.3750000000000e+000	     0.003656446	       -138.8079	      0.09684364	        46.53754	               0	               0	               0	               0
4.4375000000000e+000	     0.003498916	       -142.7446	       0.1007223	        38.45577	               0	               0	               0	               0
4.5000000000000e+000	     0.003527804	       -143.5169	       0.0927141	        49.42246	               0	               0	               0	               0
4.5625000000000e+000	     0.003409221	       -146.5555	      0.09147055	        35.27771	               0	               0	               0	               0
4.6250000000000e+000	     0.003378756	       -144.3309	      0.08976943	        39.11496	               0	               0	               0	               0
4.6875000000000e+000	       0.0035524	       -147.8571	       0.1006611	        32.27494	               0	               0	               0	               0
4.7500000000000e+000	     0.003565252	       -151.6139	      0.09811323	        20.36613	               0	               0	               0	               0
4.8125000000000e+000	     0.003621329	       -156.6513	      0.07766553	        30.38697	               0	               0	               0	               0
4.8750000000000e+000	     0.003563972	       -159.9208	      0.07702711	        31.36658	               0	               0	               0	               0
4.9375000000000e+000	     0.003162384	       -163.0284	      0.09127852	         21.6316	               0	               0	               0	               0
5.0000000000000e+000	     0.003278683	       -162.2053	      0.09259512	        16.80185	               0	               0	               0	               0
5.0625000000000e+000	       0.0034207	       -167.4083	      0.09360923	        12.14779	               0	               0	               0	               0
5.1250000000000e+000	     0.003231415	       -168.0827	      0.08989312	        10.40337	               0	               0	               0	               0
5.1875000000000e+000	     0.003346933	       -167.4358	      0.08245751	          9.7519	               0	               0	               0	               0
5.2500000000000e+000	     0.003440676	       -172.2853	      0.09608454	        3.500774	               0	               0	               0	               0
5.3125000000000e+000	     0.003299427	       -175.8047	      0.09062407	        1.460727	               0	               0	               0	               0
5.3750000000000e+000	     0.003253264	       -177.4855	       0.1011877	       -11.59186	               0	               0	               0	               0
5.4375000000000e+000	     0.003407585	       -179.2759	      0.08625215	        -12.2745	               0	               0	               0	               0
5.5000000000000e+000	     0.003244468	        175.3852	      0.08595116	       -18.61501	               0	               0	               0	               0
