Units: Ratio
Ref Chan:Resp Chan	0-Z:0-Z
Channel Name	 : 
Channel Comment	 : 

Frequency	 Magnitude	 Phase
9.5312500000000e+000	        7.914228	       -179.3728
9.6875000000000e+000	         7.62286	        174.8108
9.8437500000000e+000	        6.562175	        178.8643
1.0000000000000e+001	        8.724377	       -177.8961
1.0156250000000e+001	        7.179914	        177.7199
1.0312500000000e+001	        7.112379	        179.5405
1.0468750000000e+001	        7.518016	       -167.7796
1.0625000000000e+001	        6.682361	        176.1058
1.0781250000000e+001	        6.926081	        177.0769
1.0937500000000e+001	        7.653882	        -176.427
1.1093750000000e+001	        8.919407	       -173.1786
1.1250000000000e+001	        8.819801	        177.2561
1.1406250000000e+001	        7.055505	         174.048
1.1562500000000e+001	        8.065102	         167.882
1.1718750000000e+001	        6.277486	        172.3159
1.1875000000000e+001	        6.084042	        179.1677
1.2031250000000e+001	        7.229173	        177.1671
1.2187500000000e+001	        6.879372	       -176.5064
1.2343750000000e+001	        6.483449	        170.1662
1.2500000000000e+001	         6.19795	        165.5789
1.2656250000000e+001	        7.187763	       -173.4439
1.2812500000000e+001	         7.75079	       -177.2372
1.2968750000000e+001	        6.850458	        170.2071
1.3125000000000e+001	        6.865146	       -177.9937
1.3281250000000e+001	        7.206387	        173.5331
1.3437500000000e+001	        6.329226	        170.5064
1.3593750000000e+001	        5.784733	        177.8063
1.3750000000000e+001	        8.306244	        170.5988
1.3906250000000e+001	         6.66496	        177.0968
1.4062500000000e+001	         7.91462	        170.3888
1.4218750000000e+001	        7.747054	          167.21
1.4375000000000e+001	        6.969217	        162.1803
1.4531250000000e+001	        6.126865	        162.5182
1.4687500000000e+001	        6.074749	        169.1162
1.4843750000000e+001	        7.015124	        166.0243
1.5000000000000e+001	        6.234346	         175.007
1.5156250000000e+001	         7.35154	        161.0653
1.5312500000000e+001	         5.89641	        161.2211
1.5468750000000e+001	         6.82794	        170.2038
1.5625000000000e+001	        7.480133	        178.4996
1.5781250000000e+001	        6.851223	        168.5972
1.5937500000000e+001	         6.36698	        169.4745
1.6093750000000e+001	         6.99054	        172.0976
1.6250000000000e+001	        6.606039	        164.1335
1.6406250000000e+001	        6.625841	        162.0272
1.6562500000000e+001	        6.669787	        168.8173
1.6718750000000e+001	        8.110663	         163.375
1.6875000000000e+001	        6.743731	         163.753
1.7031250000000e+001	        7.425668	        166.9336
1.7187500000000e+001	        6.478593	        170.8277
1.7343750000000e+001	         7.35119	        164.8067
1.7500000000000e+001	        7.161649	        168.2438
1.7656250000000e+001	        7.824992	        168.3311
1.7812500000000e+001	        6.990031	        163.9592
1.7968750000000e+001	        6.584163	        164.6925
1.8125000000000e+001	        7.772368	        170.2154
1.8281250000000e+001	         7.53476	        170.9834
1.8437500000000e+001	        7.676517	        168.4947
1.8593750000000e+001	        6.802283	        164.2074
1.8750000000000e+001	        7.377765	        171.1122
1.8906250000000e+001	        7.735719	        173.4553
1.9062500000000e+001	        6.148186	        167.3025
1.9218750000000e+001	        7.778961	         166.976
1.9375000000000e+001	        7.743732	        174.7819
1.9531250000000e+001	        7.386433	        166.1075
1.9687500000000e+001	        7.455616	        164.1303
1.9843750000000e+001	        6.825243	        175.5207
2.0000000000000e+001	        7.418476	        163.1605
2.0156250000000e+001	         7.68054	        170.8435
2.0312500000000e+001	         6.85392	        172.9576
2.0468750000000e+001	        7.279512	        171.0071
2.0625000000000e+001	        6.997827	        169.3695
2.0781250000000e+001	        6.910182	         167.858
2.0937500000000e+001	         7.41815	        174.8086
2.1093750000000e+001	        7.016221	        174.4885
2.1250000000000e+001	        7.683466	        172.4056
2.1406250000000e+001	        6.783176	        170.5953
2.1562500000000e+001	        7.083073	        171.6417
2.1718750000000e+001	        7.478426	        163.5896
2.1875000000000e+001	        6.849245	        173.5738
2.2031250000000e+001	        7.212521	        165.5989
2.2187500000000e+001	        7.261765	        170.1061
2.2343750000000e+001	        6.263639	        174.3637
2.2500000000000e+001	        6.783013	        172.7427
2.2656250000000e+001	        6.894907	         163.918
2.2812500000000e+001	         6.41846	        161.0654
2.2968750000000e+001	        6.322548	        170.0182
2.3125000000000e+001	        6.497283	        156.1839
2.3281250000000e+001	        5.870144	        165.5928
2.3437500000000e+001	        5.867927	        166.8111
2.3593750000000e+001	        5.983154	        164.7785
2.3750000000000e+001	        6.579926	        168.9103
2.3906250000000e+001	         6.63971	         161.941
2.4062500000000e+001	        6.231757	        156.8349
2.4218750000000e+001	        6.059961	        159.3393
2.4375000000000e+001	        5.324412	         157.129
2.4531250000000e+001	        5.738405	        165.8242
2.4687500000000e+001	        6.259304	         166.391
2.4843750000000e+001	        6.694203	         154.067
2.5000000000000e+001	        5.410052	        170.9123
2.5156250000000e+001	        5.571941	        167.3098
2.5312500000000e+001	        5.726002	        171.4952
2.5468750000000e+001	        6.275719	        160.0884
2.5625000000000e+001	        6.323861	        162.9729
2.5781250000000e+001	        6.584655	        163.3819
2.5937500000000e+001	        6.038111	        158.2769
2.6093750000000e+001	        6.492395	        165.8111
2.6250000000000e+001	        6.673992	        164.7449
2.6406250000000e+001	        6.558519	        161.6634
2.6562500000000e+001	        7.046442	        159.5546
2.6718750000000e+001	        6.822626	        158.2742
2.6875000000000e+001	        6.230766	        153.6185
2.7031250000000e+001	        6.275904	        159.2727
2.7187500000000e+001	        6.219786	        157.7376
2.7343750000000e+001	        7.277588	        158.4876
2.7500000000000e+001	         7.25956	         159.217
2.7656250000000e+001	         6.72151	        156.2437
2.7812500000000e+001	        7.059055	        161.8069
2.7968750000000e+001	        6.879898	        159.6014
2.8125000000000e+001	        7.022829	        161.9021
2.8281250000000e+001	        7.787417	          159.39
2.8437500000000e+001	        6.649045	        160.7619
2.8593750000000e+001	        6.251944	        158.1088
2.8750000000000e+001	        6.458897	        160.5132
2.8906250000000e+001	        7.088545	        165.6231
2.9062500000000e+001	        7.524192	        160.4792
2.9218750000000e+001	        7.442751	        155.6016
2.9375000000000e+001	        6.586274	        158.7091
2.9531250000000e+001	        7.077372	        159.8713
2.9687500000000e+001	         6.78747	        164.0923
2.9843750000000e+001	        7.064869	        159.7293
3.0000000000000e+001	        6.724436	        164.6018
3.0156250000000e+001	          6.4121	         166.701
3.0312500000000e+001	        6.779833	        163.6939
3.0468750000000e+001	        6.489662	        162.2345
3.0625000000000e+001	        6.585299	         162.035
3.0781250000000e+001	        6.799989	        167.1197
3.0937500000000e+001	        6.897639	        161.4201
3.1093750000000e+001	        6.878331	        168.7168
3.1250000000000e+001	        6.981263	        157.9025
3.1406250000000e+001	        5.932113	        166.1825
3.1562500000000e+001	        6.876965	        161.8894
3.1718750000000e+001	         6.59026	        167.1195
3.1875000000000e+001	        6.684721	        165.7684
3.2031250000000e+001	        5.801078	        157.9233
3.2187500000000e+001	        6.548637	        167.8166
3.2343750000000e+001	        6.269022	        162.7383
3.2500000000000e+001	        5.847548	        165.2327
3.2656250000000e+001	        5.652701	        163.2065
3.2812500000000e+001	        5.851839	        166.2953
3.2968750000000e+001	        5.858003	        167.5469
3.3125000000000e+001	        5.851388	        161.4126
3.3281250000000e+001	        5.743499	        165.3963
3.3437500000000e+001	        6.261219	        161.8982
3.3593750000000e+001	        5.840207	        167.4669
3.3750000000000e+001	        5.790439	        163.5411
3.3906250000000e+001	         6.46715	        162.4053
3.4062500000000e+001	        5.794448	        160.3244
3.4218750000000e+001	        6.136888	        155.8101
3.4375000000000e+001	         6.50876	        155.6832
3.4531250000000e+001	        5.379974	        158.8765
3.4687500000000e+001	        6.473013	        160.7629
3.4843750000000e+001	         6.29042	        153.3395
3.5000000000000e+001	        5.165605	         158.703
3.5156250000000e+001	        6.386307	        158.3196
3.5312500000000e+001	        6.655116	         154.612
3.5468750000000e+001	        5.510716	        149.0226
3.5625000000000e+001	        6.493987	        155.6273
3.5781250000000e+001	        6.279526	        143.7883
3.5937500000000e+001	        5.848396	        153.4601
3.6093750000000e+001	        5.797382	         149.671
3.6250000000000e+001	        6.044069	        152.8424
3.6406250000000e+001	        5.964111	        150.4845
3.6562500000000e+001	        5.458743	        156.0732
3.6718750000000e+001	        6.377196	        156.1319
3.6875000000000e+001	        6.297345	        148.9305
3.7031250000000e+001	         6.67271	        155.4032
3.7187500000000e+001	        6.102528	        152.0476
3.7343750000000e+001	        6.000351	        156.4938
3.7500000000000e+001	        6.930849	        163.2999
3.7656250000000e+001	        7.649413	        150.5277
3.7812500000000e+001	        6.773698	         152.211
3.7968750000000e+001	        7.091737	        150.7924
3.8125000000000e+001	         7.22638	        153.0772
3.8281250000000e+001	        7.175903	        144.3027
3.8437500000000e+001	        6.607398	        154.5875
3.8593750000000e+001	        7.144515	        148.8745
3.8750000000000e+001	        6.813146	         152.755
3.8906250000000e+001	        6.896037	        149.5062
3.9062500000000e+001	        6.967463	        154.1055
3.9218750000000e+001	        6.635551	        155.9205
3.9375000000000e+001	        6.739843	        157.2641
3.9531250000000e+001	        6.781337	        160.6907
3.9687500000000e+001	         7.15865	        156.9167
3.9843750000000e+001	         6.66259	        159.6859
4.0000000000000e+001	        7.351166	        157.9263
4.0156250000000e+001	        6.990234	        163.8195
4.0312500000000e+001	        7.112455	        157.7389
4.0468750000000e+001	        7.205068	         162.186
4.0625000000000e+001	        7.197814	        160.1379
4.0781250000000e+001	        6.694305	        157.5332
4.0937500000000e+001	         6.94891	        162.9722
4.1093750000000e+001	        6.689562	        158.4973
4.1250000000000e+001	         6.29376	         158.905
4.1406250000000e+001	        5.837436	        165.4434
4.1562500000000e+001	        6.036283	        165.7018
4.1718750000000e+001	        5.682812	         163.364
4.1875000000000e+001	        6.402081	        167.4308
4.2031250000000e+001	        5.842795	        164.5214
4.2187500000000e+001	        5.718039	        172.6982
4.2343750000000e+001	        6.103027	        166.7151
4.2500000000000e+001	         5.76793	        168.2628
4.2656250000000e+001	          5.2964	         162.853
4.2812500000000e+001	        5.550754	        169.7251
4.2968750000000e+001	        5.354434	        164.9762
4.3125000000000e+001	        5.297116	        167.0138
4.3281250000000e+001	        5.343451	        163.9272
4.3437500000000e+001	        5.013297	        165.9324
4.3593750000000e+001	        5.521813	         165.612
4.3750000000000e+001	        4.676479	       -178.5901
4.3906250000000e+001	        5.036784	        159.8849
4.4062500000000e+001	        4.641921	        158.6865
4.4218750000000e+001	         4.70651	        152.4411
4.4375000000000e+001	        4.673961	        151.8314
4.4531250000000e+001	        4.321145	        147.8105
4.4687500000000e+001	        4.507818	        149.4622
4.4843750000000e+001	        4.682536	        151.6126
4.5000000000000e+001	        4.213211	        144.0045
4.5156250000000e+001	        4.117001	        140.9741
4.5312500000000e+001	        4.540785	        139.6869
4.5468750000000e+001	        4.046274	        131.8652
4.5625000000000e+001	        3.997765	        138.9214
4.5781250000000e+001	        4.734601	        142.6704
4.5937500000000e+001	        4.986613	          139.48
4.6093750000000e+001	        5.202978	        133.5858
4.6250000000000e+001	        5.356421	        136.3632
4.6406250000000e+001	        5.417221	        134.4569
4.6562500000000e+001	        5.968462	        134.6696
4.6718750000000e+001	        5.642388	        125.9753
4.6875000000000e+001	        5.704948	        122.7205
4.7031250000000e+001	        6.789752	          134.11
4.7187500000000e+001	        6.482968	         124.578
4.7343750000000e+001	        7.011329	        125.8632
4.7500000000000e+001	        7.712513	        126.5124
4.7656250000000e+001	        7.521836	        128.3616
4.7812500000000e+001	        8.045878	        130.2778
4.7968750000000e+001	        8.701866	        130.8201
4.8125000000000e+001	        9.522015	        125.1343
4.8281250000000e+001	        9.180283	        132.7733
4.8437500000000e+001	        9.655266	        131.6718
4.8593750000000e+001	        9.962707	        131.8317
4.8750000000000e+001	        11.21069	        135.7026
4.8906250000000e+001	        12.38133	        137.1352
4.9062500000000e+001	        13.13947	        139.5918
4.9218750000000e+001	         14.4137	        141.5787
4.9375000000000e+001	        16.33004	        145.1092
4.9531250000000e+001	        18.95439	        146.0461
4.9687500000000e+001	        25.21495	        151.4806
4.9843750000000e+001	        37.66049	        154.8252
5.0000000000000e+001	        108.7638	        146.6139
5.0156250000000e+001	         91.1263	        16.52667
5.0312500000000e+001	        27.17056	        6.544504
5.0468750000000e+001	        14.23773	         18.3747
5.0625000000000e+001	        9.765041	        29.00436
5.0781250000000e+001	        7.549227	        43.42026
5.0937500000000e+001	        6.275503	        63.54626
5.1093750000000e+001	        6.169598	        71.67491
5.1250000000000e+001	         5.63577	        87.76308
5.1406250000000e+001	        6.109914	        92.74313
5.1562500000000e+001	        6.360785	         103.142
5.1718750000000e+001	        5.744541	        109.1916
5.1875000000000e+001	        5.761067	        112.7462
5.2031250000000e+001	        6.067415	        117.9562
5.2187500000000e+001	        6.562508	        121.3893
5.2343750000000e+001	        6.620198	        126.8633
5.2500000000000e+001	        7.248905	        128.7007
5.2656250000000e+001	        7.129749	        128.5863
5.2812500000000e+001	         7.30057	         127.086
5.2968750000000e+001	        7.522109	        130.8853
5.3125000000000e+001	        6.974847	         130.649
5.3281250000000e+001	        6.972994	        139.8474
5.3437500000000e+001	        7.036985	        139.7516
5.3593750000000e+001	          7.4395	         138.017
5.3750000000000e+001	        7.482378	        138.2312
5.3906250000000e+001	         7.23882	        143.4432
5.4062500000000e+001	        7.338201	        145.2404
5.4218750000000e+001	        7.440524	        140.8753
5.4375000000000e+001	        7.336069	        145.6792
5.4531250000000e+001	        7.322062	        146.4452
5.4687500000000e+001	        6.888141	        146.1146
5.4843750000000e+001	        6.862334	        150.6121
5.5000000000000e+001	        7.036572	        150.6469
5.5156250000000e+001	        7.089922	        150.3165
5.5312500000000e+001	        7.131216	        152.6146
5.5468750000000e+001	        6.730128	        151.1771
5.5625000000000e+001	        6.732326	        153.4069
5.5781250000000e+001	         6.64094	        154.9781
5.5937500000000e+001	        6.647025	        149.1219
5.6093750000000e+001	        6.727119	        155.2862
5.6250000000000e+001	        7.613794	         133.496
5.6406250000000e+001	        5.625571	         157.384
5.6562500000000e+001	        5.620409	        153.5918
5.6718750000000e+001	        5.312102	        155.9301
5.6875000000000e+001	        5.150697	        155.1055
5.7031250000000e+001	        5.373605	        161.9641
5.7187500000000e+001	        5.357969	        157.9168
5.7343750000000e+001	        5.196203	        162.1524
5.7500000000000e+001	        5.923691	        158.8174
5.7656250000000e+001	        5.083004	        153.1749
5.7812500000000e+001	        5.376683	        156.7356
5.7968750000000e+001	        5.188942	        150.7741
5.8125000000000e+001	        4.937505	        151.2873
5.8281250000000e+001	         4.77239	        153.6625
5.8437500000000e+001	        4.608118	        155.8596
5.8593750000000e+001	        4.645881	        153.9537
5.8750000000000e+001	        4.637872	        151.7314
5.8906250000000e+001	        4.844287	         153.243
5.9062500000000e+001	        4.586941	        144.8586
5.9218750000000e+001	        5.158762	        147.8009
5.9375000000000e+001	        4.520626	        149.7159
5.9531250000000e+001	        4.516377	        147.0945
5.9687500000000e+001	        4.710966	        151.0925
5.9843750000000e+001	        4.697178	        147.9188
6.0000000000000e+001	        4.660711	        146.9457
6.0156250000000e+001	        5.062913	        146.9487
6.0312500000000e+001	        5.341287	        146.2971
6.0468750000000e+001	        4.990224	        138.7422
6.0625000000000e+001	        5.230031	         139.578
6.0781250000000e+001	        4.978113	        140.5866
6.0937500000000e+001	        4.968509	         141.631
6.1093750000000e+001	        5.331797	        141.0766
6.1250000000000e+001	        5.368933	        133.5858
6.1406250000000e+001	        5.393123	        139.0424
6.1562500000000e+001	        5.217672	        137.2117
6.1718750000000e+001	        4.935748	        134.4973
6.1875000000000e+001	        4.715436	        134.7086
6.2031250000000e+001	        4.926502	        132.7427
6.2187500000000e+001	        4.863926	        137.3303
6.2343750000000e+001	        5.406781	        136.1226
6.2500000000000e+001	        2.564104	        158.1365
6.2656250000000e+001	        5.718703	        141.5134
6.2812500000000e+001	        5.315801	        139.4913
6.2968750000000e+001	        5.177691	        144.3878
6.3125000000000e+001	        5.543896	        143.8664
6.3281250000000e+001	        5.440753	        143.3861
6.3437500000000e+001	        5.433967	        140.6232
6.3593750000000e+001	        5.445032	        141.3702
6.3750000000000e+001	        5.892356	        137.9658
6.3906250000000e+001	        5.507882	          143.44
6.4062500000000e+001	        5.619753	        142.2782
6.4218750000000e+001	        5.593093	        143.2945
6.4375000000000e+001	        5.595866	        144.5003
6.4531250000000e+001	        5.219244	        144.8318
6.4687500000000e+001	        5.714443	        144.8004
6.4843750000000e+001	        5.792048	        142.2955
6.5000000000000e+001	        5.612121	        147.0901
6.5156250000000e+001	        5.789325	        146.2956
6.5312500000000e+001	        5.198639	        148.1058
6.5468750000000e+001	        5.819843	        147.3097
6.5625000000000e+001	        5.770796	        146.8999
6.5781250000000e+001	        5.884496	        149.1081
6.5937500000000e+001	        5.397037	        147.0244
6.6093750000000e+001	        5.465129	        149.9648
6.6250000000000e+001	         6.03494	        149.6856
6.6406250000000e+001	        5.467196	        143.6529
6.6562500000000e+001	        5.410499	        146.0373
6.6718750000000e+001	         5.58797	        147.1616
6.6875000000000e+001	        5.183768	        151.3001
6.7031250000000e+001	        6.067716	        151.2747
6.7187500000000e+001	        5.558754	        148.5281
6.7343750000000e+001	        5.065894	        142.1551
6.7500000000000e+001	        4.699048	        153.4815
6.7656250000000e+001	        5.475586	        145.2305
6.7812500000000e+001	        4.482467	        147.2739
6.7968750000000e+001	        5.197853	        149.2913
6.8125000000000e+001	        5.009676	         149.134
6.8281250000000e+001	        5.126142	        144.0874
6.8437500000000e+001	        4.723375	        142.8757
6.8593750000000e+001	         4.49002	        146.8766
6.8750000000000e+001	        3.839742	        171.9521
6.8906250000000e+001	        5.077626	        150.2397
6.9062500000000e+001	        5.171902	        150.8208
6.9218750000000e+001	        5.263628	        146.6144
6.9375000000000e+001	        5.197004	        141.4975
6.9531250000000e+001	        4.943158	        144.2398
6.9687500000000e+001	        4.593412	        143.4337
6.9843750000000e+001	        4.819261	        141.5767
7.0000000000000e+001	        5.070092	         143.071
7.0156250000000e+001	        4.817516	         144.393
7.0312500000000e+001	        4.637567	        138.1903
7.0468750000000e+001	        4.767493	        141.5973
7.0625000000000e+001	        4.747081	        143.1507
7.0781250000000e+001	        4.718122	        144.3138
7.0937500000000e+001	        5.087949	        146.3097
7.1093750000000e+001	        5.167605	        140.3091
7.1250000000000e+001	         4.98059	        143.6777
7.1406250000000e+001	        4.842609	        137.5118
7.1562500000000e+001	        4.903212	        132.7978
7.1718750000000e+001	        4.717317	        143.5695
7.1875000000000e+001	        4.792781	         137.713
7.2031250000000e+001	        4.843395	        136.7474
7.2187500000000e+001	        5.244283	        140.3972
7.2343750000000e+001	        4.756184	         142.144
7.2500000000000e+001	        5.377191	        137.8737
7.2656250000000e+001	          4.8901	        139.4766
7.2812500000000e+001	        5.164651	        140.3169
7.2968750000000e+001	        5.323489	        141.4798
7.3125000000000e+001	        5.439486	        137.0941
7.3281250000000e+001	        5.295927	        134.7405
7.3437500000000e+001	        5.253028	        133.8559
7.3593750000000e+001	        4.848148	        139.8873
7.3750000000000e+001	        4.918272	        140.8028
7.3906250000000e+001	        4.579077	        138.5068
7.4062500000000e+001	         5.71853	         142.055
7.4218750000000e+001	        5.460752	        141.5865
7.4375000000000e+001	        5.210349	        143.2895
7.4531250000000e+001	        5.219979	        141.8256
7.4687500000000e+001	        5.261339	        144.2944
7.4843750000000e+001	        5.567467	        144.5379
7.5000000000000e+001	        8.364958	        136.7859
7.5156250000000e+001	        5.462852	        134.7965
7.5312500000000e+001	        4.885335	        135.3845
7.5468750000000e+001	        5.051131	        142.1007
7.5625000000000e+001	        5.530286	         138.515
7.5781250000000e+001	        5.179201	          137.55
7.5937500000000e+001	         5.09115	        141.4745
7.6093750000000e+001	        5.642863	        146.1879
7.6250000000000e+001	        5.189946	        141.8636
7.6406250000000e+001	        5.364795	        143.2967
7.6562500000000e+001	        4.913137	        142.6121
7.6718750000000e+001	        5.134409	        147.1855
7.6875000000000e+001	        5.443603	        143.4613
7.7031250000000e+001	         5.23122	             141
7.7187500000000e+001	        4.944029	        144.2319
7.7343750000000e+001	         5.12584	        144.4707
7.7500000000000e+001	        4.895329	        148.4869
7.7656250000000e+001	        5.476928	        143.7402
7.7812500000000e+001	         5.16499	        146.5898
7.7968750000000e+001	        5.750314	        141.0172
7.8125000000000e+001	        5.029717	        143.4074
7.8281250000000e+001	        5.059073	        139.0943
7.8437500000000e+001	        5.049415	        145.5684
7.8593750000000e+001	        5.386183	        143.6973
7.8750000000000e+001	        5.192853	        140.2106
7.8906250000000e+001	        5.239974	        140.2456
7.9062500000000e+001	        4.862787	         139.346
7.9218750000000e+001	        4.646935	        136.7626
7.9375000000000e+001	        4.838672	        141.2303
7.9531250000000e+001	        4.605274	         141.229
7.9687500000000e+001	        4.638551	        139.3465
7.9843750000000e+001	        5.095526	        137.8619
8.0000000000000e+001	        4.700809	        138.2113
8.0156250000000e+001	        4.611002	        139.0784
8.0312500000000e+001	        4.767239	        139.2038
8.0468750000000e+001	        5.101881	        138.2099
8.0625000000000e+001	        4.832237	        136.0194
8.0781250000000e+001	        4.853172	        137.5868
8.0937500000000e+001	        4.593238	        138.0235
8.1093750000000e+001	        4.708366	        130.4419
8.1250000000000e+001	        5.115112	        142.5292
8.1406250000000e+001	        4.848641	        136.2579
8.1562500000000e+001	        4.441677	        134.3186
8.1718750000000e+001	        4.783773	        133.8525
8.1875000000000e+001	        4.773632	        132.2489
8.2031250000000e+001	        4.527195	        131.6492
8.2187500000000e+001	        4.284236	        137.3459
8.2343750000000e+001	         4.91771	        133.9119
8.2500000000000e+001	         4.80961	        134.0208
8.2656250000000e+001	        4.592331	        137.8833
8.2812500000000e+001	        4.767962	        133.6994
8.2968750000000e+001	        4.621769	        134.0306
8.3125000000000e+001	        4.719573	        135.7582
8.3281250000000e+001	        5.112179	        129.9387
8.3437500000000e+001	        4.965651	        133.5295
8.3593750000000e+001	        4.870447	        134.0148
8.3750000000000e+001	        4.990407	        135.3756
8.3906250000000e+001	        4.739917	        134.0866
8.4062500000000e+001	        4.806091	        130.6012
8.4218750000000e+001	        4.893448	        131.1804
8.4375000000000e+001	        4.798739	        131.9571
8.4531250000000e+001	        5.264081	         131.378
8.4687500000000e+001	        4.951312	        132.9402
8.4843750000000e+001	         4.93808	        138.6084
8.5000000000000e+001	        4.908438	          132.94
8.5156250000000e+001	        4.996799	        133.4986
8.5312500000000e+001	        4.950253	        132.9921
8.5468750000000e+001	         4.86621	        132.4747
8.5625000000000e+001	        5.110751	        134.1742
8.5781250000000e+001	           5.034	        134.8487
8.5937500000000e+001	        4.819264	        133.8393
8.6093750000000e+001	        5.160457	        133.7229
8.6250000000000e+001	        5.079802	        131.4016
8.6406250000000e+001	        5.084176	        134.4344
8.6562500000000e+001	        5.001325	        133.7581
8.6718750000000e+001	        4.677444	        137.5555
8.6875000000000e+001	        4.906505	         138.664
8.7031250000000e+001	         5.39886	        135.2057
8.7187500000000e+001	        4.898062	        130.9946
8.7343750000000e+001	        4.978787	        132.9247
8.7500000000000e+001	        3.299119	        127.4101
8.7656250000000e+001	        4.408434	        135.4002
8.7812500000000e+001	        4.519208	        139.9324
8.7968750000000e+001	        4.379383	        138.1703
8.8125000000000e+001	        4.764415	        139.3686
8.8281250000000e+001	        4.624379	        137.5367
8.8437500000000e+001	        4.781191	         133.715
8.8593750000000e+001	        4.575983	        132.7155
8.8750000000000e+001	        4.391518	        135.9272
8.8906250000000e+001	        4.437351	         137.736
8.9062500000000e+001	        4.772151	        135.5493
8.9218750000000e+001	        4.319071	        131.7314
8.9375000000000e+001	        4.448952	        131.0043
8.9531250000000e+001	        3.968148	        133.1289
8.9687500000000e+001	        4.270944	        135.0469
8.9843750000000e+001	          4.0802	        128.7059
9.0000000000000e+001	        4.153814	        135.8608
9.0156250000000e+001	         4.23052	        132.4844
9.0312500000000e+001	        3.984288	        133.2178
9.0468750000000e+001	        4.081635	        138.1916
9.0625000000000e+001	        3.948558	        132.8009
9.0781250000000e+001	        3.628384	        133.0287
9.0937500000000e+001	        3.843486	        134.1436
9.1093750000000e+001	        4.124026	        141.3285
9.1250000000000e+001	        3.835223	        133.4732
9.1406250000000e+001	        3.878552	        132.2049
9.1562500000000e+001	        3.949014	        129.6437
9.1718750000000e+001	        3.905333	        133.3606
9.1875000000000e+001	        3.927846	        135.6623
9.2031250000000e+001	        4.081155	        130.5979
9.2187500000000e+001	        3.996589	        130.4999
9.2343750000000e+001	        3.671591	        132.2379
9.2500000000000e+001	        4.034536	         133.362
9.2656250000000e+001	        4.439161	        131.4664
9.2812500000000e+001	        3.822078	        132.7123
9.2968750000000e+001	        4.363429	        131.3491
9.3125000000000e+001	        4.450913	        133.0542
9.3281250000000e+001	        4.290027	        128.2235
9.3437500000000e+001	        4.477111	        125.1694
9.3593750000000e+001	        4.458971	        130.7639
9.3750000000000e+001	        5.630346	        116.5873
9.3906250000000e+001	        4.047389	        127.1326
